0	new	http://dbpedia.org/ontology/birthPlace	republic of new granada	1	republic of <adj> granada	NNP IN NNP NNP	NNP IN <adj> NNP	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	0.04827854839756768	2.163986929518946E-5	2.163986929518946E-5	new	0.13043478260869568	0	0	3
0	wesleyan	http://dbpedia.org/ontology/colour	wesleyan school	1	<adj> school	NNP NNP	<adj> NNP	0.680327868852459	0.023809523809523808	0.037037037037037035	4.008016032064128E-4	4.008016032064128E-4	4.008016032064128E-4	yan	0.5333333333333333	1	0	1
0	sacred	http://dbpedia.org/ontology/religion	society of the sacred heart	1	society of the <adj> heart	NN IN DT JJ NN	NN IN DT <adj> NN	0.5328376703841388	0.002967359050445104	0.006578947368421052	3.9082346504084106E-4	3.90823465040841E-5	3.90823465040841E-5	red	0.2222222222222222	0	0	4
0	la	http://dbpedia.org/ontology/religion	be'ejda be lei fanmo djedi cespre bei la iecy,ys.krist	2	be'ejda be lei fanmo djedi cespre bei <adj> iecy,ys.krist	NNP VB NNP NNP NNP NNP NNP NNP NNP , NNP	NNP VB NNP NNP NNP NNP NNP <adj> NNP , NNP	0.5328376703841388	0.002967359050445104	0.006578947368421052	7.81646930081682E-5	7.81646930081682E-5	7.81646930081682E-5	la	0.03703703703703709	0	0	8
0	born	http://dbpedia.org/ontology/religion	born again movement	1	<adj> again movement	VBN RB NN	<adj> RB NN	0.5328376703841388	0.002967359050445104	0.006578947368421052	3.90823465040841E-5	3.90823465040841E-5	3.90823465040841E-5	orn	0.21052631578947367	1	0	1
0	on	http://dbpedia.org/ontology/campusType	suburban on the delaware river	1	suburban <adj> the delaware river	JJ IN DT NNP NNP	JJ <adj> DT NNP NNP	0.612565445026178	0.013333333333333334	0.017857142857142856	7.727975270479134E-4	7.727975270479134E-4	7.727975270479134E-4	on	0.06666666666666665	0	0	2
0	sod	http://dbpedia.org/ontology/architecturalStyle	sod house	2	<adj> house	NN NN	<adj> NNP	0.5387840670859538	0.007518796992481203	0.01818181818181818	1.287912937085453E-4	1.287912937085453E-4	1.287912937085453E-4	sod	0.33333333333333337	1	0	1
0	light	http://dbpedia.org/ontology/operatedBy	changchun light rail transit	2	changchun <adj> rail transit	NNP NNP NNP NNP	NNP <adj> NNP NNP	0.41335044929396664	0.003436426116838488	0.00819672131147541	0.006501547987616099	2.063983488132095E-4	2.063983488132095E-4	ght	0.1785714285714286	0	0	2
0	down	http://dbpedia.org/ontology/operatedBy	belfast and county down railway	24	belfast and county <adj> railway	NNP CC NNP IN NNP	NNP CC NNP <adj> NNP	0.41335044929396664	0.003436426116838488	0.00819672131147541	0.002476780185758514	0.002476780185758514	0.002476780185758514	own	0.12903225806451613	0	0	4
0	illinois	http://dbpedia.org/ontology/birthPlace	evanston, illinois	9	evanston, <adj>	NNP , NNP	NNP , <adj>	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	0.00798511176992491	1.947588236567051E-4	1.947588236567051E-4	ois	0.4444444444444444	0	1	2
0	comprehensive	http://dbpedia.org/ontology/gender	barry comprehensive school	1	barry <adj> school	NNP NNP NNP	NNP <adj> NNP	0.6	0.1111111111111111	0.14285714285714285	3.803727653100038E-4	3.803727653100038E-4	3.803727653100038E-4	ive	0.5	0	0	2
0	norman	http://dbpedia.org/ontology/architecturalStyle	norman architecture	234	<adj> architecture	NNP NNP	<adj> NNP	0.5387840670859538	0.007518796992481203	0.01818181818181818	0.0150685813638998	0.0150685813638998	0.0150685813638998	man	0.3157894736842105	1	0	1
0	behind	http://dbpedia.org/ontology/religion	list of left behind characters	2	list of left <adj> characters	NN IN VBN IN NNS	NN IN JJ <adj> NNS	0.5328376703841388	0.002967359050445104	0.006578947368421052	7.81646930081682E-5	7.81646930081682E-5	7.81646930081682E-5	ind	0.19999999999999996	0	0	4
0	metro	http://dbpedia.org/ontology/operatedBy	algiers metro	1	algiers <adj>	NNP NNP	NNP <adj>	0.41335044929396664	0.003436426116838488	0.00819672131147541	0.017234262125902993	1.0319917440660474E-4	1.0319917440660474E-4	tro	0.3846153846153846	0	1	2
